0,1,0,1,0,0,0,0,0,0,0,'говор'
0,-1,0,1,0,0,0,0,0,0,0,'улыбка'
0,-1,1,1,1,0,0,0,0,0,0,'мама'
0,-1,1,5,1,0,0,1,0,0,0,'бабушка'
0,1,0,1,0,0,0,0,0,0,0,'говор'
0,-1,0,1,0,0,0,0,0,0,0,'улыбка'
0,-1,1,1,1,0,0,0,0,0,0,'мама'
0,1,0,1,0,0,0,0,0,0,0,голос
1,-1,1,1,0,0,0,0,0,0,0,карлова
0,1,1,1,0,0,0,0,0,0,0,дядя
0,1,1,5,0,0,0,0,0,0,0,дядя
0,-1,0,1,0,0,0,0,0,0,0,история
0,-1,1,1,0,0,0,0,0,0,0,хозяйка
0,1,0,1,0,0,0,0,0,0,0,порыв
0,1,1,1,0,0,0,0,0,0,0,старичок
0,1,0,1,1,0,0,1,0,0,0,катехизис
0,1,0,1,0,0,0,0,0,0,0,говор
0,1,1,1,2,0,0,1,0,0,0,бог
0,-1,0,1,0,0,0,0,0,0,0,ножка
0,-1,1,1,0,0,0,0,0,0,0,молодая
0,1,0,1,0,0,0,0,0,0,0,фартук
0,-1,1,1,1,0,0,1,0,0,0,шатенка
0,1,0,1,0,0,0,0,0,0,0,пюпитр
1,-1,1,1,0,0,0,0,0,0,0,зина
0,-1,0,1,0,0,0,0,0,0,0,губа
0,-1,0,1,0,0,0,0,0,0,0,тысяча
0,0,0,9,0,0,0,0,0,0,0,маню
0,1,0,5,4,0,0,3,0,0,0,голос
0,0,0,39,29,0,0,19,0,0,0,маня
0,-1,0,1,0,0,0,0,0,0,0,боязнь
0,1,0,1,0,0,0,0,0,0,0,нож
0,0,0,1,0,0,0,0,0,0,0,место
1,1,1,3,0,0,0,0,0,0,0,иван
0,0,0,1,0,0,0,0,0,0,0,щебетание
0,-1,0,1,0,0,0,0,0,0,0,мечта
1,1,1,2,0,0,0,0,0,0,0,сухов
0,1,1,1,0,0,0,0,0,0,0,родитель
0,1,0,1,0,0,0,0,0,0,0,костюм
0,-1,0,12,5,0,0,2,0,0,0,мана
0,0,0,15,0,0,0,0,0,0,0,маню
0,0,0,1,0,0,0,0,0,0,0,третий
1,1,1,1,0,0,0,0,0,0,0,иван
0,-1,0,1,0,0,0,0,0,0,0,стая
0,1,0,1,0,0,0,0,0,0,0,табурет
0,-1,1,1,1,0,0,1,0,0,0,тупица
0,1,1,2,0,0,0,0,0,0,0,конь
0,1,0,1,0,0,0,0,0,0,0,ямб
0,0,0,1,0,0,0,0,0,0,0,желание
0,1,0,1,0,0,0,0,0,0,0,вагон
0,-1,0,2,3,0,0,2,0,0,0,лампа
0,-1,0,1,0,0,0,0,0,0,0,крыша
0,1,1,1,2,0,0,1,0,0,0,конь
0,1,0,2,0,0,0,0,0,0,0,сладкий
0,-1,0,1,0,0,0,0,0,0,0,галоша
0,-1,0,1,0,0,0,0,0,0,0,апатия
1,-1,1,1,0,0,0,0,0,0,0,оля
0,-1,1,2,0,0,0,0,0,0,0,волшебница
0,-1,0,1,0,0,0,0,0,0,0,перчатка
0,1,0,3,1,0,0,1,0,0,0,позор
0,-1,0,1,0,0,0,0,0,0,0,брехня
0,-1,0,3,3,0,0,1,0,0,0,мысль
0,1,1,1,1,0,0,1,0,0,0,старичок
0,-1,0,1,0,0,0,0,0,0,0,мастерская
0,0,0,25,21,0,0,22,0,0,0,а
0,1,1,1,0,0,0,0,0,0,0,братец
1,-1,1,1,1,0,0,0,0,0,0,сухая
