1,1,1,7,3,0,0,3,0,0,0,вовка
0,1,0,2,0,0,0,0,0,0,0,бег
0,-1,0,1,0,0,0,0,0,0,0,лапа
0,1,1,1,1,0,0,0,0,0,0,ага
0,-1,0,2,0,0,0,0,0,0,0,палка
0,1,0,2,0,0,0,0,0,0,0,стол
0,-1,0,2,0,0,0,0,0,0,0,картошка
0,1,1,1,0,0,0,0,0,0,0,живой
0,1,0,1,0,0,0,0,0,0,0,пол
1,1,1,11,2,0,0,2,0,0,0,вадик
0,0,0,4,4,0,0,4,0,0,0,а
0,1,0,1,0,0,0,0,0,0,0,тут
0,-1,0,3,0,0,0,0,0,0,0,клюшка
0,0,0,25,2,0,0,2,0,0,0,и
0,0,0,6,3,0,0,3,0,0,0,ребята
0,-1,0,3,0,0,0,0,0,0,0,клюшка
0,-1,0,1,0,0,0,0,0,0,0,кухня
0,-1,0,1,0,0,0,0,0,0,0,сталь
0,-1,0,3,0,0,0,0,0,0,0,кухня
0,-1,0,1,0,0,0,0,0,0,0,картошка
1,1,1,1,0,0,0,0,0,0,0,васька
0,-1,0,1,0,0,0,0,0,0,0,палка
0,-1,0,1,0,0,0,0,0,0,0,клюшка
0,0,0,2,0,0,0,0,0,0,0,ай
0,-1,0,1,0,0,0,0,0,0,0,сторона
0,0,0,8,8,0,0,8,0,0,0,я
0,1,0,1,0,0,0,0,0,0,0,страх
0,1,0,1,0,0,0,0,0,0,0,диван
0,1,0,1,1,0,0,0,0,0,0,постой
0,0,0,1,0,0,0,0,0,0,0,раз
0,-1,0,2,0,0,0,0,0,0,0,картинка
0,-1,1,11,8,0,0,6,0,0,0,шляпа
0,1,0,1,0,0,0,0,0,0,0,диван
0,-1,0,1,0,0,0,0,0,0,0,середина
0,1,0,1,0,0,0,0,0,0,0,диван
0,0,0,1,0,0,0,0,0,0,0,вон
0,1,0,3,0,0,0,0,0,0,0,комод
0,1,0,1,0,0,0,0,0,0,0,диван
0,-1,0,1,0,0,0,0,0,0,0,комната
0,1,0,1,0,0,0,0,0,0,0,комод
1,1,1,4,4,0,0,2,0,0,0,васька
0,-1,0,1,0,0,0,0,0,0,0,корзина
0,-1,0,2,0,0,0,0,0,0,0,дверь
0,-1,1,4,0,0,0,0,0,0,0,шляпа
1,1,1,3,3,0,0,3,0,0,0,володя
0,-1,0,2,0,0,0,0,0,0,0,нея
0,1,0,1,0,0,0,0,0,0,0,комод
0,1,0,4,0,0,0,0,0,0,0,пол
0,-1,1,3,0,0,0,0,0,0,0,шляпа
0,0,0,1,1,0,0,0,0,0,0,куда
0,-1,0,2,0,0,0,0,0,0,0,комната
0,0,1,1,1,0,0,1,0,0,0,бродяга
0,-1,0,1,0,0,0,0,0,0,0,комната
0,1,0,1,0,0,0,0,0,0,0,хвост
0,1,0,2,0,0,0,0,0,0,0,пот
0,1,0,1,0,0,0,0,0,0,0,стол
