0,-1,0,1,0,0,0,0,0,0,0,история
0,-1,0,1,0,0,0,0,0,0,0,улыбка
0,-1,0,1,0,0,0,0,0,0,0,прогулка
0,-1,0,1,0,0,0,0,0,0,0,скромность
0,1,0,1,0,0,0,0,0,0,0,банк
0,1,0,1,0,0,0,0,0,0,0,размер
0,1,0,34,19,17,0,17,0,0,0,день
0,1,0,1,2,0,0,2,0,0,0,рассказ
1,-1,1,2,0,0,0,0,0,0,0,голова
0,-1,0,1,0,0,0,0,0,0,0,экономия
0,0,0,1,0,0,0,0,0,0,0,масло
0,1,0,1,0,0,0,0,0,0,0,отдых
0,0,0,1,0,0,0,0,0,0,0,окно
0,0,0,1,0,0,0,0,0,0,0,целое
0,1,1,1,0,0,0,0,0,0,0,фонарщик
0,1,1,1,0,0,0,0,0,0,0,охотник
0,0,0,1,0,0,0,0,0,0,0,окно
0,0,0,3,0,0,0,0,0,0,0,целое
0,1,1,2,0,0,0,0,0,0,0,слон
0,1,0,1,0,0,0,0,0,0,0,океан
0,0,0,1,0,0,0,0,0,0,0,кучу
0,1,0,9,0,0,0,0,0,0,0,вод
0,-1,0,1,0,0,0,0,0,0,0,мантия
0,1,0,5,0,0,0,0,0,0,0,заход
0,0,0,1,0,0,0,0,0,0,0,повеление
0,1,0,1,0,0,0,0,0,0,0,аромат
0,1,1,8,0,0,0,0,0,0,0,человек
0,1,0,8,4,0,0,4,0,0,0,уговор
0,1,1,2,0,0,0,0,0,0,0,торговец
0,0,0,1,0,0,0,0,0,0,0,понятие
0,0,0,5,0,0,0,0,0,0,0,сто
0,0,1,1,0,0,0,0,0,0,0,бедняга
0,1,0,1,0,0,0,0,0,0,0,взгляд
0,1,1,20,13,0,0,4,0,0,0,человек
0,1,0,4,4,0,0,4,0,0,0,вод
0,-1,0,1,1,0,0,1,0,0,0,мантия
0,1,0,12,0,0,0,0,0,0,0,год
0,0,0,1,0,0,0,0,0,0,0,полгода
0,0,0,1,0,0,0,0,0,0,0,явление
0,-1,0,1,0,0,0,0,0,0,0,связь
0,1,1,2,0,0,0,0,0,0,0,генерал
0,-1,0,2,0,0,0,0,0,0,0,нога
0,0,0,1,0,0,0,0,0,0,0,джунгли
0,1,0,2,0,0,0,0,0,0,0,мотор
0,-1,0,3,0,0,0,0,0,0,0,вода
0,-1,1,27,0,0,0,0,0,0,0,звезда
0,0,0,1,0,0,0,0,0,0,0,терпение
0,0,0,1,0,0,0,0,0,0,0,послушание
0,1,1,1,0,0,0,0,0,0,0,собрат
0,0,0,1,0,0,0,0,0,0,0,малое
0,0,0,1,0,0,0,0,0,0,0,повеление
0,-1,0,1,0,0,0,0,0,0,0,яблоня
0,-1,0,1,0,0,0,0,0,0,0,пора
0,0,0,1,0,0,0,0,0,0,0,дело
0,0,0,14,8,0,0,9,0,0,0,уж
0,1,0,1,28,0,0,27,0,0,0,пот
0,0,0,2,5,0,0,0,0,0,0,вешу
0,1,0,1,0,0,0,0,0,0,0,поезд
0,-1,1,1,0,0,0,0,0,0,0,звезда
0,1,0,6,0,0,0,0,0,0,0,ящик
0,1,0,2,3,0,0,3,0,0,0,шаг
0,0,0,1,0,0,0,0,0,0,0,дерево
0,0,0,5,3,0,0,0,0,0,0,дело
0,-1,0,1,0,0,0,0,0,0,0,капуста
0,0,0,6,0,0,0,0,0,0,0,дело
0,-1,0,1,0,0,0,0,0,0,0,глотка
0,0,0,1,0,0,0,0,0,0,0,ухо
0,1,0,4,0,0,0,0,0,0,0,закат
0,1,0,1,0,0,0,0,0,0,0,коготь
0,-1,0,1,0,0,0,0,0,0,0,карета
0,-1,0,1,0,0,0,0,0,0,0,простота
0,-1,0,1,0,0,0,0,0,0,0,книжка
0,1,1,1,0,0,0,0,0,0,0,арифметик
0,1,0,2,0,0,0,0,0,0,0,час
0,-1,0,3,0,0,0,0,0,0,0,трава
0,1,0,3,0,0,0,0,0,0,0,подарок
0,1,1,1,2,0,0,0,0,0,0,арифметик
0,0,0,1,0,0,0,0,0,0,0,предисловие
0,1,0,1,0,0,0,0,0,0,0,голосок
0,0,0,1,0,0,0,0,0,0,0,имя
0,-1,0,3,0,0,0,0,0,0,0,трава
0,-1,0,1,0,0,0,0,0,0,0,вера
0,1,1,1,0,0,0,0,0,0,0,арифметик
0,1,0,1,0,0,0,0,0,0,0,приговор
0,1,0,1,0,0,0,0,0,0,0,индий
0,-1,0,1,0,0,0,0,0,0,0,совесть
0,1,1,5,0,0,0,0,0,0,0,друг
0,1,0,1,0,0,0,0,0,0,0,блеск
0,1,0,1,1,0,0,1,0,0,0,этикет
0,-1,0,1,0,0,0,0,0,0,0,трава
0,-1,0,2,1,0,0,0,0,0,0,трава
0,1,0,1,0,0,0,0,0,0,0,корабль
0,0,1,1,0,0,0,0,0,0,0,существо
0,1,0,3,0,0,0,0,0,0,0,карман
0,1,1,22,3,0,0,2,0,0,0,лис
0,1,0,1,0,0,0,0,0,0,0,карман
0,0,0,1,0,0,0,0,0,0,0,развлечение
0,-1,0,1,0,0,0,0,0,0,0,книжка
0,1,0,3,0,0,0,0,0,0,0,час
0,1,0,1,1,0,0,1,0,0,0,порыв
0,1,0,6,0,0,0,0,0,0,0,свет
0,0,0,2,0,0,0,0,0,0,0,покоя
0,-1,0,1,0,0,0,0,0,0,0,губа
0,-1,0,1,0,0,0,0,0,0,0,нога
1,-1,1,1,0,0,0,0,0,0,0,кукла
0,1,1,1,0,0,0,0,0,0,0,слон
0,-1,1,1,0,0,0,0,0,0,0,судья
0,0,0,1,0,0,0,0,0,0,0,сияние
0,1,0,2,0,0,0,0,0,0,0,час
1,-1,1,1,0,0,0,0,0,0,0,машина
0,0,0,1,0,0,0,0,0,0,0,приказание
0,0,0,1,0,0,0,0,0,0,0,платье
0,1,1,1,0,0,0,0,0,0,0,делец
0,0,0,1,0,0,0,0,0,0,0,слово
0,1,0,2,1,0,0,1,0,0,0,час
0,1,1,1,0,0,0,0,0,0,0,смертный
0,0,0,1,0,0,0,0,0,0,0,ружьё
0,1,0,5,0,0,0,0,0,0,0,колпак
0,-1,0,1,0,0,0,0,0,0,0,арифметика
0,-1,0,1,0,0,0,0,0,0,0,длина
