0,0,0,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0
1,-1,1,3,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0
0,-1,0,2,1,0,0,1,0,0,0
0,0,1,1,0,0,0,0,0,0,0
0,-1,0,2,1,0,0,1,0,0,0
1,-1,1,5,4,0,0,4,0,0,0
0,0,0,1,1,0,0,1,0,0,0
0,-1,0,2,0,0,0,0,0,0,0
0,0,0,3,0,0,0,0,0,0,0
0,1,1,1,0,0,0,0,0,0,0
0,-1,1,1,1,0,0,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0
0,-1,1,1,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0
0,-1,0,2,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0
0,-1,0,1,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0
0,1,1,1,0,0,0,0,0,0,0
0,-1,1,2,2,0,0,1,0,0,0
0,-1,0,1,1,0,0,0,0,0,0
0,0,0,1,1,0,0,1,0,0,0
0,1,0,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0
0,-1,0,1,0,0,0,0,0,0,0
0,0,0,27,24,0,0,26,0,0,0
1,-1,1,1,1,0,0,0,0,0,0
0,1,0,3,0,0,0,0,0,0,0
0,1,0,2,0,0,0,0,0,0,0
0,-1,0,1,0,0,0,0,0,0,0
0,0,0,153,48,0,0,68,0,0,0
0,1,0,5,0,0,0,0,0,0,0
0,-1,1,1,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0
0,-1,0,1,0,0,0,0,0,0,0
0,1,0,3,0,0,0,0,0,0,0
0,-1,0,2,2,0,0,2,0,0,0
1,-1,1,1,0,0,0,0,0,0,0
0,-1,0,1,0,0,0,0,0,0,0
0,-1,0,2,2,0,0,2,0,0,0
0,1,0,1,0,0,0,0,0,0,0
0,1,0,2,0,0,0,0,0,0,0
0,-1,0,2,0,0,0,0,0,0,0
0,-1,0,4,0,0,0,0,0,0,0
0,0,0,15,9,0,0,8,0,0,0
0,-1,0,1,0,0,0,0,0,0,0
0,-1,0,1,0,0,0,0,0,0,0
0,0,0,6,1,0,0,3,0,0,0
0,1,1,1,0,0,0,0,0,0,0
0,1,1,1,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0
0,-1,0,1,0,0,0,0,0,0,0
0,-1,0,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0
0,1,0,3,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0
0,1,0,2,0,0,0,0,0,0,0
0,0,0,6,0,0,0,0,0,0,0
0,-1,0,1,0,0,0,0,0,0,0
0,-1,1,1,1,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0
0,-1,0,1,0,0,0,0,0,0,0
0,1,0,3,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0
0,1,1,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0
0,-1,0,1,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0
1,1,1,4,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0
0,1,0,2,0,0,0,0,0,0,0
0,-1,0,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0
0,-1,0,1,0,0,0,0,0,0,0
0,-1,0,1,1,0,0,1,0,0,0
0,-1,0,1,0,0,0,0,0,0,0
0,-1,0,1,1,0,0,1,0,0,0
0,1,1,5,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0
0,-1,0,1,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0
0,1,0,2,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0
0,1,1,1,0,0,0,0,0,0,0
0,-1,0,1,0,0,0,0,0,0,0
0,1,0,5,2,0,0,2,0,0,0
0,-1,0,1,0,0,0,0,0,0,0
0,-1,1,2,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0
0,1,1,1,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0
0,-1,1,1,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0
0,-1,0,1,0,0,0,0,0,0,0
0,1,1,2,0,0,0,0,0,0,0
1,-1,1,2,0,0,0,0,0,0,0
0,1,1,1,0,0,0,0,0,0,0
0,1,1,4,3,0,0,1,0,0,0
0,-1,0,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0
0,-1,1,1,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0
0,-1,0,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0
1,-1,1,5,0,0,0,0,0,0,0
0,-1,1,2,0,0,0,0,0,0,0
0,1,1,3,0,0,0,0,0,0,0
0,-1,0,1,0,0,0,0,0,0,0
0,-1,1,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0
0,0,0,3,2,0,0,1,0,0,0
0,1,1,1,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0
0,-1,1,4,10,0,0,2,0,0,0
0,1,1,4,0,0,0,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0
0,-1,1,1,0,0,0,0,0,0,0
1,0,1,1,0,0,0,0,0,0,0
1,1,1,1,0,0,0,0,0,0,0
0,-1,1,1,1,0,0,1,0,0,0
1,1,1,1,1,0,0,0,0,0,0
0,-1,1,9,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0
0,-1,1,1,0,0,0,0,0,0,0
0,1,1,2,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0
0,-1,0,1,0,0,0,0,0,0,0
0,-1,0,2,0,0,0,0,0,0,0
0,-1,0,3,0,0,0,0,0,0,0
0,-1,1,2,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0
0,-1,0,1,1,0,0,0,0,0,0
0,1,0,2,1,0,0,1,0,0,0
0,0,0,3,1,0,0,1,0,1,0
1,0,1,2,1,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0
0,1,1,1,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0
0,-1,0,1,0,0,0,0,0,0,0
0,-1,0,2,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0
0,1,0,2,0,0,0,0,0,0,0
0,-1,0,1,0,0,0,0,0,0,0
0,1,1,1,0,0,0,0,0,0,0
0,-1,1,1,0,0,0,0,0,0,0
0,-1,0,1,0,0,0,0,0,0,0
0,1,0,4,1,0,0,1,0,0,0
0,-1,1,1,0,0,0,0,0,0,0
0,-1,0,3,1,0,0,0,0,0,0
0,-1,0,1,0,0,0,0,0,0,0
0,-1,0,2,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0
0,0,0,1,1,0,0,1,0,0,0
0,-1,0,1,0,0,0,0,0,0,0
0,-1,1,4,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0
0,-1,0,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0
1,-1,1,1,0,0,0,0,0,0,0
0,1,1,1,1,0,0,1,0,0,0
0,-1,1,2,0,0,0,0,0,0,0
0,-1,0,1,1,0,0,1,0,0,0
0,-1,0,1,0,0,0,0,0,0,0
0,1,0,3,0,0,0,0,0,0,0
0,-1,0,3,0,0,0,0,0,0,0
0,-1,1,1,0,0,0,0,0,0,0
0,1,1,1,0,0,0,0,0,0,0
0,-1,1,1,1,0,0,1,0,0,0
0,-1,0,1,0,0,0,0,0,0,0
0,-1,0,1,0,0,0,0,0,0,0
